task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
147	c6/1f114b	5843742	NFCORE_RNASPLICE:RNASPLICE:DEXSEQ_DEU:DEXSEQ_COUNT (SRR27320657)	COMPLETED	0	2026-03-23 14:37:41.137	53m 15s	53m 3s	99.6%	1.4 GB	2.4 GB	2.6 GB	35.9 MB
206	c1/666789	5844983	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:CLUSTEREVENTS_IOI (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 15:28:22.870	2m 38s	14s	88.7%	86.3 MB	458.4 MB	89.3 MB	54.8 KB
208	3e/b9e734	5845014	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:CLUSTEREVENTS_IOI (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 15:30:46.397	2m 35s	9s	88.1%	86.2 MB	458.6 MB	88.8 MB	40 KB
199	c3/641b2c	5844171	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:DIFFSPLICE_IOE (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 14:49:57.903	1h 23m 13s	1h 22m 53s	99.6%	2.6 GB	3 GB	1 GB	468.8 MB
210	bd/044c4c	5845857	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:CLUSTERGROUPS_IOE (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 16:13:11.274	4.9s	0ms	47.1%	3.1 MB	5.4 MB	1.4 MB	1.3 KB
211	38/99bbb9	5845858	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:CLUSTEREVENTS_IOE (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 16:13:16.196	35.1s	22s	45.6%	85.9 MB	458.4 MB	320.3 MB	27.3 KB
200	f6/2e9a19	5844170	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:DIFFSPLICE_IOE (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 14:49:56.092	1h 36m 30s	1h 36m 6s	99.6%	2.6 GB	3 GB	1 GB	470.4 MB
212	f5/c41fa4	5846018	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:CLUSTERGROUPS_IOE (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 16:26:26.251	14.9s	1s	47.5%	3 MB	5.4 MB	1.4 MB	1.3 KB
213	ff/f58c5e	5846019	NFCORE_RNASPLICE:RNASPLICE:SUPPA_STAR_SALMON:CLUSTEREVENTS_IOE (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 16:26:42.947	1m 28s	19s	62.6%	86.4 MB	458.3 MB	321.1 MB	39.1 KB
190	eb/36dbf9	5843902	NFCORE_RNASPLICE:RNASPLICE:RMATS:RMATS_POST (tumor_eocrc-normal_eocrc)	COMPLETED	0	2026-03-23 14:44:16.078	3h 41m 40s	3h 40m 36s	2.2%	2 GB	3.3 GB	3.7 GB	186.2 MB
191	c6/8c3216	5844067	NFCORE_RNASPLICE:RNASPLICE:RMATS:RMATS_POST (tumor_locrc-normal_locrc)	COMPLETED	0	2026-03-23 14:45:11.078	4h 10m	4h 9m 53s	2.3%	2 GB	3.4 GB	3.7 GB	194.5 MB
209	eb/ab15b5	5845016	NFCORE_RNASPLICE:RNASPLICE:DEXSEQ_DEU:DEXSEQ_EXON (1)	COMPLETED	0	2026-03-23 15:30:56.133	5h 56m 35s	5h 54m 15s	199.0%	9.1 GB	10 GB	915.3 MB	1.7 GB
214	ea/6d1384	5847912	NFCORE_RNASPLICE:RNASPLICE:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2026-03-23 21:28:32.835	13.7s	329ms	31.7%	13.4 MB	21.1 MB	936.3 KB	9.3 KB
215	1d/bf633a	5847919	NFCORE_RNASPLICE:RNASPLICE:MULTIQC	COMPLETED	0	2026-03-23 21:31:22.042	1m 59s	40s	68.4%	450.4 MB	708.6 MB	31.8 GB	21.2 MB
