sample_id,fastq_path
SRR8668755,data/reads/SRR8668755.fastq.gz
SRR8668756,data/reads/SRR8668756.fastq.gz
SRR8668757,data/reads/SRR8668757.fastq.gz
SRR8668758,data/reads/SRR8668758.fastq.gz
SRR8668759,data/reads/SRR8668759.fastq.gz
SRR8668769,data/reads/SRR8668769.fastq.gz
SRR8668771,data/reads/SRR8668771.fastq.gz
SRR8668772,data/reads/SRR8668772.fastq.gz
SRR8668773,data/reads/SRR8668773.fastq.gz
SRR8668774,data/reads/SRR8668774.fastq.gz



